Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,APSC,248, ,102,"ENGR ANLYSIS III","Cao, Yang",110,79.29,13.4,100,30,106,3,1,0,0,0,0,0,2,1,3,1,6,4,5,8,8,6,26,18,24
UBCO,2016,W,APSC,248, ,OVERALL,"ENGR ANLYSIS III"," ",254,73.4,15.97,100,0,228,20,6,0,0,1,0,2,4,13,20,11,17,10,20,23,22,20,41,26,38
UBCO,2016,W,APSC,252, ,101,"THERMO HEAT TRAN","Ebrahimi, Shelir",120,67.66,16.33,100,16,108,11,1,0,0,0,1,1,3,6,11,12,14,11,9,14,12,7,5,13,11
UBCO,2016,W,APSC,252, ,102,"THERMO HEAT TRAN","Ebrahimi, Shelir",155,61,17.06,100,0,117,37,1,0,0,1,0,2,14,20,37,19,17,13,11,17,4,11,11,9,5
UBCO,2016,W,APSC,252, ,OVERALL,"THERMO HEAT TRAN"," ",277,63.9,17.04,100,0,225,48,4,0,0,1,1,3,17,26,48,31,31,24,20,31,16,18,16,22,16
UBCO,2016,W,APSC,253, ,201,"FLUID MECHANCS I","Yan, Yu",172,73.66,13.32,99,35,155,17,0,0,0,0,0,0,1,16,17,0,5,10,21,20,16,18,23,26,16
UBCO,2016,W,APSC,253, ,OVERALL,"FLUID MECHANCS I"," ",172,73.66,13.32,99,35,155,17,0,0,0,0,0,0,1,16,17,0,5,10,21,20,16,18,23,26,16
UBCO,2016,W,APSC,254, ,201,"INST DATA ANALYS","Liu, Zheng",132,69.31,11.29,99,1,129,2,1,0,0,1,0,0,0,1,2,7,11,15,17,22,20,17,12,5,3
UBCO,2016,W,APSC,254, ,202,"INST DATA ANALYS","Feng, Chen",124,75.47,10.08,100,55,122,0,2,0,0,0,0,0,0,0,0,0,6,5,15,14,14,26,16,13,13
UBCO,2016,W,APSC,254, ,OVERALL,"INST DATA ANALYS"," ",262,72.28,11.14,100,1,251,2,9,0,0,1,0,0,0,1,2,7,17,20,32,36,34,43,28,18,16
UBCO,2016,W,APSC,255, ,101,"ELCT CIRC & POWR","Elnaggar, Ayman",194,72.52,15.02,100,0,186,6,0,0,2,2,0,1,1,2,6,11,18,16,18,17,15,19,27,23,22
UBCO,2016,W,APSC,255, ,OVERALL,"ELCT CIRC & POWR"," ",194,72.52,15.02,100,0,186,6,0,0,2,2,0,1,1,2,6,11,18,16,18,17,15,19,27,23,22
UBCO,2016,W,APSC,256, ,101,"NUM METHOD ANLYS","Wang, Liwei",107,75.25,11.09,98,28,104,2,1,0,0,0,0,1,0,1,2,0,4,5,11,13,13,17,15,18,8
