Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,CHEM,311, ,001,"INSTRM ANYL CHEM","Zandberg, Wesley",22,73.32,7.31,87,58,22,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,3,4,1,0
UBCO,2016,W,CHEM,311, ,OVERALL,"INSTRM ANYL CHEM"," ",22,73.32,7.31,87,58,22,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,3,4,1,0
UBCO,2016,W,CHEM,312, ,001,"INTR QUANTM MECH","Jack, David",21,77.19,11.1,96,57,21,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,5,3,3
UBCO,2016,W,CHEM,312, ,OVERALL,"INTR QUANTM MECH"," ",21,77.19,11.1,96,57,21,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,5,3,3
UBCO,2016,W,CHEM,317, ,001,"ENVI PH ORG CHEM","Dilabio, Gino",17,69.12,12.74,85,45,15,2,0,0,0,0,0,0,0,2,2,2,0,1,2,2,2,2,3,1,0
UBCO,2016,W,CHEM,317, ,OVERALL,"ENVI PH ORG CHEM"," ",17,69.12,12.74,85,45,15,2,0,0,0,0,0,0,0,2,2,2,0,1,2,2,2,2,3,1,0
UBCO,2016,W,CHEM,330, ,001,"ADV ORG CHEM","Menard, Frederic",19,76.37,13.25,96,50,19,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,3,5,2
UBCO,2016,W,CHEM,330, ,OVERALL,"ADV ORG CHEM"," ",19,76.37,13.25,96,50,19,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,3,5,2
UBCO,2016,W,CHEM,333, ,001,"SPCTR TEC ORG CH","Shipley, Paul",36,75.19,17.65,96,13,33,3,0,0,0,0,1,0,1,1,3,0,0,1,4,6,3,1,5,5,8
UBCO,2016,W,CHEM,333, ,OVERALL,"SPCTR TEC ORG CH"," ",36,75.19,17.65,96,13,33,3,0,0,0,0,1,0,1,1,3,0,0,1,4,6,3,1,5,5,8
UBCO,2016,W,CHEM,335, ,001,"BIOINORG CHEM","McNeil, W. Stephen",28,74.57,15.24,96,45,25,3,0,0,0,0,0,0,0,3,3,0,2,2,2,1,2,4,3,3,6
UBCO,2016,W,CHEM,335, ,OVERALL,"BIOINORG CHEM"," ",28,74.57,15.24,96,45,25,3,0,0,0,0,0,0,0,3,3,0,2,2,2,1,2,4,3,3,6
UBCO,2016,W,CHEM,336, ,001,"GREEN INORG CHEM","Smith, Kevin Michael",13,70.38,11.43,96,55,13,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,0,1,1
