Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,PHYS,328, ,001,"ADV MECHANICS","Neuman, Murray",30,70.86,11.63,95,50,29,0,1,0,0,0,0,0,0,0,0,1,4,4,2,4,3,4,4,1,2
UBCO,2016,W,PHYS,328, ,OVERALL,"ADV MECHANICS"," ",30,70.86,11.63,95,50,29,0,1,0,0,0,0,0,0,0,0,1,4,4,2,4,3,4,4,1,2
UBCO,2016,W,PHYS,331, ,001,"EXPMNTL PHYS I","Bobowski, Jake",19,73.74,11.7,96,57,19,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,1,5,2,1
UBCO,2016,W,PHYS,331, ,OVERALL,"EXPMNTL PHYS I"," ",19,73.74,11.7,96,57,19,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,1,5,2,1
UBCO,2016,W,PHYS,332, ,001,"EXPMNTL PHYS II","Yamin, Yasfatemeh",18,84.78,10.17,100,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,8
UBCO,2016,W,PHYS,332, ,OVERALL,"EXPMNTL PHYS II"," ",18,84.78,10.17,100,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,8
UBCO,2016,W,PHYS,336, ,001,"INTRO MED IM INF","Bjarnason, Thor;Rajapakshe, Rasika",7,83.57,7.83,92,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2
UBCO,2016,W,PHYS,336, ,OVERALL,"INTRO MED IM INF"," ",7,83.57,7.83,92,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2
UBCO,2016,W,PHYS,400, ,001,"INTR ELEM PRTCLS","Vollick, Daniel",17,66.29,25.29,100,22,13,4,0,0,0,0,0,2,2,0,4,1,0,0,2,1,3,1,0,2,3
UBCO,2016,W,PHYS,400, ,OVERALL,"INTR ELEM PRTCLS"," ",17,66.29,25.29,100,22,13,4,0,0,0,0,0,2,2,0,4,1,0,0,2,1,3,1,0,2,3
UBCO,2016,W,PHYS,401, ,001,"ELECTROMAG THEOR","Tippett, Ben",17,66.88,12.69,89,41,15,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,3,0,2,1,0
UBCO,2016,W,PHYS,401, ,OVERALL,"ELECTROMAG THEOR"," ",17,66.88,12.69,89,41,15,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,3,0,2,1,0
UBCO,2016,W,PHYS,402, ,001,"ADV QUANTUM MECH","Vollick, Daniel",15,60.6,25.45,99,18,11,4,0,0,0,0,1,1,1,1,4,2,2,0,1,1,1,1,0,0,3
UBCO,2016,W,PHYS,402, ,OVERALL,"ADV QUANTUM MECH"," ",15,60.6,25.45,99,18,11,4,0,0,0,0,1,1,1,1,4,2,2,0,1,1,1,1,0,0,3
UBCO,2016,W,PHYS,418, ,001,"MTHDS THEORY PHY","Vollick, Daniel",15,61.46,19.57,99,30,10,3,2,0,0,0,0,0,2,1,3,0,2,3,2,1,0,0,0,0,2
UBCO,2016,W,PHYS,418, ,OVERALL,"MTHDS THEORY PHY"," ",15,61.46,19.57,99,30,10,3,2,0,0,0,0,0,2,1,3,0,2,3,2,1,0,0,0,0,2
UBCO,2016,W,PHYS,420, ,001,"DATA IMG PRCSSNG","Jirasek, Andrew",10,76.5,11.34,91,51,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,4,1,1
UBCO,2016,W,PHYS,420, ,OVERALL,"DATA IMG PRCSSNG"," ",10,76.5,11.34,91,51,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,4,1,1
UBCO,2016,W,PHYS,449, ,OVERALL,"HONOURS THESIS"," ",8,90.75,5.8,97,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
